settlements.month	settlements.open	settlements.high	settlements.low	settlements.last	settlements.change	settlements.settle	settlements.volume	settlements.openInterest	updateTime	dsHeader	reportType	tradeDate	empty	nr
MAR 21	97.5700	97.5800	97.5350	97.5600	-.0250	97.5550	31,804	113,165	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
JUN 21	97.5250	97.5350	97.4950	97.5200	-.0250	97.5150	28,581	126,038	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
SEP 21	97.4800	97.4950	97.4500	97.4750	-.0250	97.4700	29,198	74,129	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
DEC 21	97.4350	97.4450	97.4000	97.4300	-.0200	97.4250	24,633	70,660	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
MAR 22	97.3950	97.4100	97.3700	97.3950	-.0200	97.3900	19,185	41,197	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
JUN 22	97.3600	97.3750B	97.3300	97.3550	-.0200	97.3550	1,367	17,272	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
SEP 22	97.3250	97.3300	97.2950	97.3200A	-.0200	97.3150	635	12,147	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
DEC 22	97.2900	97.2900	97.2600	97.2850	-.0200	97.2750	659	9,051	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
MAR 23	97.2650	97.2650	97.2350	97.2600	-.0200	97.2500	646	7,212	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
JUN 23	97.2150	97.2300B	97.2150	97.2300B	-.0200	97.2250	16	2,750	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
SEP 23	97.1950	97.2050B	97.1950	97.2050B	-.0200	97.2000	16	2,999	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
DEC 23	97.1700	97.1700	97.1650A	97.1700B	-.0250	97.1700	18	1,752	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
MAR 24	97.1550	97.1550	97.1550	97.1550	-.0250	97.1550	16	1,409	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
JUN 24	-	-	-	-	-.0250	97.1350	0	845	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
SEP 24	-	-	-	-	-.0250	97.1200	0	882	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
DEC 24	-	-	-	-	-.0250	97.1000	0	1,250	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
MAR 25	-	-	-	-	-.0250	97.0900	0	401	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
JUN 25	-	-	-	-	-.0250	97.0750	0	401	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
SEP 25	-	-	97.0650A	97.0650A	-.0250	97.0650	0	423	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
DEC 25	-	-	97.0450A	97.0450A	-.0200	97.0450	0	188	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
MAR 26	-	-	97.0550A	97.0550A	-.0200	97.0400	0	230	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
JUN 26	-	-	-	-	-.0200	97.0250	0	170	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
SEP 26	-	-	97.0300A	97.0300A	-.0200	97.0150	0	80	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
DEC 26	-	-	97.0100A	97.0100A	-.0200	96.9950	0	35	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
MAR 27	-	-	96.9850A	96.9850A	-.0200	96.9800	0	1	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
Total							2,546,008	13,414,032	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-09	FALSE	1
MAY 17	358'6	365'0	358'2	364'0	+7'0	365'2	1,015	1,132	Friday, 12 May 2017 06:00 PM	Corn Future	Final	2017-05-10	FALSE	300
JLY 17	366'4	374'0	366'0	372'4	+7'2	373'6	241,853	734,400	Friday, 12 May 2017 06:00 PM	Corn Future	Final	2017-05-10	FALSE	300
SEP 17	374'2	381'6	373'6	380'6	+7'2	381'6	36,766	208,407	Friday, 12 May 2017 06:00 PM	Corn Future	Final	2017-05-10	FALSE	300
DEC 17	384'6	391'6	384'0	391'0	+6'4	391'4	75,611	275,337	Friday, 12 May 2017 06:00 PM	Corn Future	Final	2017-05-10	FALSE	300
MAR 18	394'2	400'6	393'4	400'2	+6'2	400'6	9,533	67,933	Friday, 12 May 2017 06:00 PM	Corn Future	Final	2017-05-10	FALSE	300
MAY 18	400'4	407'0	399'6	406'2	+6'2	407'2	1,218	11,965	Friday, 12 May 2017 06:00 PM	Corn Future	Final	2017-05-10	FALSE	300
JLY 18	406'6	412'2	405'0	411'4	+5'6	412'4	3,672	35,001	Friday, 12 May 2017 06:00 PM	Corn Future	Final	2017-05-10	FALSE	300
SEP 18	401'0	405'4B	399'2A	405'2A	+5'4	405'6	119	2,669	Friday, 12 May 2017 06:00 PM	Corn Future	Final	2017-05-10	FALSE	300
DEC 18	402'0	407'0	400'6	406'0	+5'0	406'4	2,692	19,883	Friday, 12 May 2017 06:00 PM	Corn Future	Final	2017-05-10	FALSE	300
MAR 19	410'0	410'2B	410'0	410'2B	+4'6	413'0	2	422	Friday, 12 May 2017 06:00 PM	Corn Future	Final	2017-05-10	FALSE	300
MAY 19	-	-	-	-	+4'4	417'0	0	184	Friday, 12 May 2017 06:00 PM	Corn Future	Final	2017-05-10	FALSE	300
JLY 19	-	-	-	-	+4'6	421'2	0	194	Friday, 12 May 2017 06:00 PM	Corn Future	Final	2017-05-10	FALSE	300
SEP 19	-	-	-	-	+5'0	415'2	0	90	Friday, 12 May 2017 06:00 PM	Corn Future	Final	2017-05-10	FALSE	300
DEC 19	407'4	409'2	407'4	409'2	+5'2	413'4	5	284	Friday, 12 May 2017 06:00 PM	Corn Future	Final	2017-05-10	FALSE	300
Total							372,486	1,357,901	Friday, 12 May 2017 06:00 PM	Corn Future	Final	2017-05-10	FALSE	300
Total							-	-		Wkly European Style Euro FX	Final	2017-05-10	FALSE	400
Total							-	-		Australian Dollar/Canadian Dollar AON Future	Final	2017-05-10	FALSE	500
MAY 17	98.8100	98.8200	98.8100	98.8175	+.0100	98.8175	14,695	175,777	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
JUN 17	98.7250	98.7400	98.7200	98.7300	+.0200	98.7350	286,323	1,436,198	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
JLY 17	98.6900	98.7050	98.6900	98.7000	+.0200	98.7000	17,504	34,397	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
AUG 17	98.6500	98.6650	98.6500	98.6550	+.0100	98.6500	502	5,144	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
SEP 17	98.5900	98.6100	98.5900	98.6050	+.0200	98.6050	226,722	1,415,484	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
OCT 17	-	98.5750B	-	98.5750B	+.0200	98.5750	0	0	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
DEC 17	98.5050	98.5250	98.5050	98.5150	+.0150	98.5100	273,352	1,623,938	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
MAR 18	98.4000	98.4250	98.4000	98.4100	+.0150	98.4100	193,271	1,086,447	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
JUN 18	98.2950	98.3250	98.2950	98.3050	+.0200	98.3050	210,587	999,720	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
SEP 18	98.1900	98.2200	98.1900	98.2050	+.0200	98.2000	170,736	892,500	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
DEC 18	98.0800	98.1150	98.0750	98.0950	+.0200	98.0900	203,587	1,379,078	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
MAR 19	98.0150	98.0500	98.0150	98.0250	+.0200	98.0200	136,397	742,081	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
JUN 19	97.9450	97.9850	97.9450	97.9600	+.0200	97.9550	116,993	678,447	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
SEP 19	97.8750	97.9250	97.8750	97.9000	+.0200	97.8900	79,537	621,858	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
DEC 19	97.8050	97.8400	97.8000	97.8150	+.0250	97.8100	108,615	693,004	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
MAR 20	97.7450	97.8000	97.7450	97.7700	+.0250	97.7650	76,126	394,337	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
JUN 20	97.7100	97.7500	97.7100	97.7250	+.0200	97.7150	53,491	250,499	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
SEP 20	97.6600	97.7050	97.6600	97.6800	+.0200	97.6700	36,268	199,726	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
DEC 20	97.6000	97.6450	97.6000	97.6200	+.0200	97.6100	43,214	322,369	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
MAR 21	97.5650	97.6100	97.5600	97.5800	+.0200	97.5750	32,382	115,648	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
JUN 21	97.5200	97.5650	97.5200	97.5400	+.0150	97.5300	25,117	125,854	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
SEP 21	97.4850	97.5200	97.4800	97.4950	+.0150	97.4850	21,389	73,983	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
DEC 21	97.4300	97.4750	97.4300	97.4450	+.0150	97.4400	21,217	68,539	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
MAR 22	97.4000	97.4400	97.3950	97.4100	+.0150	97.4050	18,612	41,157	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
JUN 22	97.3600	97.4000	97.3600	97.3750	+.0150	97.3700	1,048	17,502	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
SEP 22	97.3350	97.3600	97.3200	97.3350	+.0150	97.3300	647	12,201	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
DEC 22	97.3000	97.3250	97.2800	97.2950	+.0150	97.2900	704	9,182	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
MAR 23	97.2600	97.3000	97.2550	97.2700	+.0150	97.2650	526	7,303	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
JUN 23	97.2350	97.2650B	97.2350	97.2400B	+.0150	97.2400	1	2,749	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
SEP 23	97.2350	97.2450B	97.2200	97.2200	+.0150	97.2150	8	3,001	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
DEC 23	97.2050	97.2050	97.1900	97.1900	+.0150	97.1850	12	1,755	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
MAR 24	-	-	-	-	+.0150	97.1700	0	1,418	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
JUN 24	-	-	-	-	+.0150	97.1500	0	845	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
SEP 24	-	-	-	-	+.0150	97.1350	0	882	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
DEC 24	-	-	-	-	+.0150	97.1150	0	1,250	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
MAR 25	-	-	-	-	+.0150	97.1050	0	401	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
JUN 25	-	-	-	-	+.0150	97.0900	0	401	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
SEP 25	-	97.0900B	-	97.0800A	+.0150	97.0800	0	423	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
DEC 25	-	97.0650B	-	97.0650B	+.0150	97.0600	0	188	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
MAR 26	-	97.0550B	-	97.0550B	+.0150	97.0550	0	230	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
JUN 26	-	97.0450B	-	97.0450B	+.0150	97.0400	0	170	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
SEP 26	-	97.0300B	-	97.0300B	+.0150	97.0300	0	80	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
DEC 26	-	97.0050B	-	97.0050B	+.0150	97.0100	0	35	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
MAR 27	-	96.9850B	-	96.9850B	+.0150	96.9950	0	1	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
Total							2,369,583	13,436,202	Friday, 12 May 2017 06:00 PM	Eurodollar Future	Final	2017-05-10	FALSE	1
Total							-	-		Eurodollar	Final	2017-05-10	FALSE	3
Total							-	-		1yr MC	Final	2017-05-10	FALSE	4
Total							-	-		2yr MC	Final	2017-05-10	FALSE	5
Total							-	-		4yr MC	Final	2017-05-10	FALSE	6
Total							-	-		Eurodollar Generic	Final	2017-05-10	FALSE	7
Total							-	-		EuroYen Future	Final	2017-05-10	FALSE	8
Total							-	-		EuroYen	Final	2017-05-10	FALSE	9
Total							-	-		1yr MC EuroYen	Final	2017-05-10	FALSE	10
MAY 17	99.0000	99.0000	99.0000	99.0000	+.0025	99.0000	20	2,515	Friday, 12 May 2017 10:33 PM	1 Month Eurodollar Future	Final	2017-05-10	FALSE	12
JUN 17	98.8200	98.8250	98.8125	98.8125	+.0025	98.8150	437	551	Friday, 12 May 2017 10:33 PM	1 Month Eurodollar Future	Final	2017-05-10	FALSE	12
JLY 17	98.7925	98.7925	98.7925	98.7925	+.0125	98.7925	100	3,102	Friday, 12 May 2017 10:33 PM	1 Month Eurodollar Future	Final	2017-05-10	FALSE	12
AUG 17	98.7900	98.7925	98.7875	98.7925	+.0125	98.7925	186	657	Friday, 12 May 2017 10:33 PM	1 Month Eurodollar Future	Final	2017-05-10	FALSE	12
SEP 17	98.6875	98.6875	98.6875	98.6875	+.0125	98.6825	70	565	Friday, 12 May 2017 10:33 PM	1 Month Eurodollar Future	Final	2017-05-10	FALSE	12
OCT 17	98.6725	98.6725	98.6725	98.6725	+.0100	98.6725	10	11	Friday, 12 May 2017 10:33 PM	1 Month Eurodollar Future	Final	2017-05-10	FALSE	12
NOV 17	-	98.6650B	-	98.6650B	+.0125	98.6650	0	6	Friday, 12 May 2017 10:33 PM	1 Month Eurodollar Future	Final	2017-05-10	FALSE	12
DEC 17	-	98.6125B	-	98.6125B	+.0125	98.6150	0	13	Friday, 12 May 2017 10:33 PM	1 Month Eurodollar Future	Final	2017-05-10	FALSE	12
JAN 18	-	98.5900B	-	98.5900B	+.0075	98.5875	0	0	Friday, 12 May 2017 10:33 PM	1 Month Eurodollar Future	Final	2017-05-10	FALSE	12
FEB 18	98.5575	98.5700B	98.5550	98.5600B	+.0075	98.5650	23	88	Friday, 12 May 2017 10:33 PM	1 Month Eurodollar Future	Final	2017-05-10	FALSE	12
MAR 18	-	98.5200B	-	98.5175A	+.0050	98.5125	0	2	Friday, 12 May 2017 10:33 PM	1 Month Eurodollar Future	Final	2017-05-10	FALSE	12
APR 18	-	98.4950B	-	98.4925A	+.0050	98.4875	0	0	Friday, 12 May 2017 10:33 PM	1 Month Eurodollar Future	Final	2017-05-10	FALSE	12
Total							846	7,510	Friday, 12 May 2017 10:33 PM	1 Month Eurodollar Future	Final	2017-05-10	FALSE	12
Total							-	-		E-mini Eurodollars Bundles Future	Final	2017-05-10	FALSE	13
Total							-	-		Eurozone HICP Future	Final	2017-05-10	FALSE	14
Total							-	-		10-Year Interest Rate Swap Future	Final	2017-05-10	FALSE	15
Total							-	-		5-Year Interest Rate Swap Future	Final	2017-05-10	FALSE	16
Total							-	-		2-Year Swap Future	Final	2017-05-10	FALSE	17
Total							-	-		T-Bills Future	Final	2017-05-10	FALSE	18
MAY 17	70.725	71.350	70.725	71.175	+.750	71.050	380	1,463	Friday, 12 May 2017 06:00 PM	Lean Hog Future	Final	2017-05-10	FALSE	19
JUN 17	77.775	77.950	76.775	77.350	-.175	77.200	22,410	51,459	Friday, 12 May 2017 06:00 PM	Lean Hog Future	Final	2017-05-10	FALSE	19
JLY 17	77.800	78.125	76.925	77.325	-.225	77.275	14,969	48,076	Friday, 12 May 2017 06:00 PM	Lean Hog Future	Final	2017-05-10	FALSE	19
AUG 17	77.975	78.150B	77.150	77.550	-.375	77.400	8,786	36,915	Friday, 12 May 2017 06:00 PM	Lean Hog Future	Final	2017-05-10	FALSE	19
OCT 17	67.600	68.150	67.000	67.475	-.300	67.225	6,464	38,839	Friday, 12 May 2017 06:00 PM	Lean Hog Future	Final	2017-05-10	FALSE	19
DEC 17	62.200	62.425	61.600	62.175	+.050	61.950	2,391	19,142	Friday, 12 May 2017 06:00 PM	Lean Hog Future	Final	2017-05-10	FALSE	19
FEB 18	66.925	66.925	66.225	66.850	UNCH	66.775	1,370	8,168	Friday, 12 May 2017 06:00 PM	Lean Hog Future	Final	2017-05-10	FALSE	19
APR 18	69.900	70.000	69.475	69.950	+.100	69.925	848	5,325	Friday, 12 May 2017 06:00 PM	Lean Hog Future	Final	2017-05-10	FALSE	19
MAY 18	74.000	74.000	73.900	74.000	UNCH	74.000	16	82	Friday, 12 May 2017 06:00 PM	Lean Hog Future	Final	2017-05-10	FALSE	19
JUN 18	77.925	77.975	77.525	77.950	+.150	77.950	399	2,399	Friday, 12 May 2017 06:00 PM	Lean Hog Future	Final	2017-05-10	FALSE	19
JLY 18	-	76.875B	-	76.875B	+.175	77.025	0	258	Friday, 12 May 2017 06:00 PM	Lean Hog Future	Final	2017-05-10	FALSE	19
AUG 18	76.525	76.675	76.400	76.675	+.925	76.675	23	133	Friday, 12 May 2017 06:00 PM	Lean Hog Future	Final	2017-05-10	FALSE	19
Total							58,056	212,259	Friday, 12 May 2017 06:00 PM	Lean Hog Future	Final	2017-05-10	FALSE	19
Total							-	-		Lean Hog	Final	2017-05-10	FALSE	21
JUN 17	124.975	125.125	122.225	125.025	-.775	124.200	55,446	108,838	Friday, 12 May 2017 06:00 PM	Live Cattle Future	Final	2017-05-10	FALSE	22
AUG 17	120.650	121.150	118.525	121.075	-.250	120.400	42,410	143,321	Friday, 12 May 2017 06:00 PM	Live Cattle Future	Final	2017-05-10	FALSE	22
OCT 17	116.400	117.225	115.075	117.000	+.100	116.475	19,582	97,571	Friday, 12 May 2017 06:00 PM	Live Cattle Future	Final	2017-05-10	FALSE	22
DEC 17	115.900	117.000	114.925	116.850	+.150	116.350	8,022	42,721	Friday, 12 May 2017 06:00 PM	Live Cattle Future	Final	2017-05-10	FALSE	22
FEB 18	115.850	116.725	114.850	116.500	+.025	116.150	3,674	16,655	Friday, 12 May 2017 06:00 PM	Live Cattle Future	Final	2017-05-10	FALSE	22
APR 18	114.200	115.200B	113.425	115.075B	+.125	114.875	769	7,510	Friday, 12 May 2017 06:00 PM	Live Cattle Future	Final	2017-05-10	FALSE	22
JUN 18	106.725	107.900	106.175A	107.600	+.225	107.625	219	3,350	Friday, 12 May 2017 06:00 PM	Live Cattle Future	Final	2017-05-10	FALSE	22
AUG 18	104.300	105.700B	104.175	104.975	UNCH	105.375	38	150	Friday, 12 May 2017 06:00 PM	Live Cattle Future	Final	2017-05-10	FALSE	22
Total							130,160	420,116	Friday, 12 May 2017 06:00 PM	Live Cattle Future	Final	2017-05-10	FALSE	22
Total							-	-		Live Cattle	Final	2017-05-10	FALSE	23
Total							-	-		Frozen Pork Bellies Future	Final	2017-05-10	FALSE	25
MAY 17	213.975	214.500	213.975	214.500	+.500	213.975	8	825	Friday, 12 May 2017 06:00 PM	Cash-settled Butter Future	Final	2017-05-10	FALSE	26
JUN 17	216.000	220.650	215.975A	220.650	+1.925	217.975	32	864	Friday, 12 May 2017 06:00 PM	Cash-settled Butter Future	Final	2017-05-10	FALSE	26
JLY 17	218.000	221.625	218.000	221.625	+4.975	221.600	63	798	Friday, 12 May 2017 06:00 PM	Cash-settled Butter Future	Final	2017-05-10	FALSE	26
AUG 17	219.875	222.700	219.350	222.700	+5.000	222.700	30	803	Friday, 12 May 2017 06:00 PM	Cash-settled Butter Future	Final	2017-05-10	FALSE	26
SEP 17	218.625	223.300	218.600	223.300	+5.000	223.300	30	964	Friday, 12 May 2017 06:00 PM	Cash-settled Butter Future	Final	2017-05-10	FALSE	26
OCT 17	219.200	222.500B	219.200	222.500B	+3.950	222.025	21	593	Friday, 12 May 2017 06:00 PM	Cash-settled Butter Future	Final	2017-05-10	FALSE	26
NOV 17	219.275	222.025B	219.275	222.025B	+3.525	221.800	11	388	Friday, 12 May 2017 06:00 PM	Cash-settled Butter Future	Final	2017-05-10	FALSE	26
DEC 17	218.000	219.025B	218.000	219.025B	+2.875	218.775	5	341	Friday, 12 May 2017 06:00 PM	Cash-settled Butter Future	Final	2017-05-10	FALSE	26
JAN 18	216.500	216.575B	216.500	216.500	+1.500	216.500	1	34	Friday, 12 May 2017 06:00 PM	Cash-settled Butter Future	Final	2017-05-10	FALSE	26
FEB 18	215.250	215.250	215.250	215.250	+1.250	215.250	3	19	Friday, 12 May 2017 06:00 PM	Cash-settled Butter Future	Final	2017-05-10	FALSE	26
MAR 18	-	215.025B	-	215.025B	+1.025	215.025	2	16	Friday, 12 May 2017 06:00 PM	Cash-settled Butter Future	Final	2017-05-10	FALSE	26
APR 18	-	215.000B	-	215.000B	+1.000	215.000	0	10	Friday, 12 May 2017 06:00 PM	Cash-settled Butter Future	Final	2017-05-10	FALSE	26
MAY 18	-	215.000B	-	215.000B	+1.000	215.000	0	7	Friday, 12 May 2017 06:00 PM	Cash-settled Butter Future	Final	2017-05-10	FALSE	26
JUN 18	-	215.000B	-	215.000B	+1.000	215.000	0	7	Friday, 12 May 2017 06:00 PM	Cash-settled Butter Future	Final	2017-05-10	FALSE	26
JLY 18	-	212.500B	-	212.500B	+1.000	212.500	0	0	Friday, 12 May 2017 06:00 PM	Cash-settled Butter Future	Final	2017-05-10	FALSE	26
AUG 18	-	-	-	-	UNCH	207.000	0	0	Friday, 12 May 2017 06:00 PM	Cash-settled Butter Future	Final	2017-05-10	FALSE	26
SEP 18	-	-	-	-	UNCH	206.000	0	0	Friday, 12 May 2017 06:00 PM	Cash-settled Butter Future	Final	2017-05-10	FALSE	26
OCT 18	-	-	-	-	UNCH	205.500	0	0	Friday, 12 May 2017 06:00 PM	Cash-settled Butter Future	Final	2017-05-10	FALSE	26
